Date,AAPL,MSFT
4/2/92,2.0982,2.4401
4/1/92,2.1071,2.5104
3/31/92,2.0804,2.4688
3/30/92,2.0759,2.5
3/27/92,2.1786,2.526
3/26/92,2.2857,2.6042
3/25/92,2.3036,2.6771
3/24/92,2.3214,2.6563
3/23/92,2.25,2.6771
3/20/92,2.2589,2.6771
3/19/92,2.25,2.6563
3/18/92,2.2768,2.6328
3/17/92,2.2455,2.6667
3/16/92,2.2634,2.5885
3/13/92,2.2545,2.5208
3/12/92,2.2411,2.5234
3/11/92,2.2589,2.5052
3/10/92,2.2768,2.5365
3/9/92,2.2768,2.4792
3/6/92,2.2857,2.4635
3/5/92,2.2679,2.526
3/4/92,2.3214,2.5521
3/3/92,2.3705,2.5677
3/2/92,2.4018,2.5625
2/28/92,2.4107,2.5729
2/27/92,2.4464,2.6016
2/26/92,2.4955,2.5417
2/25/92,2.4464,2.4115
2/24/92,2.3616,2.3932
2/21/92,2.3214,2.3854
2/20/92,2.308,2.4479
2/19/92,2.2143,2.3984
2/18/92,2.2411,2.4635
2/14/92,2.2902,2.4688
2/13/92,2.2946,2.5521
2/12/92,2.3304,2.6198
2/11/92,2.2455,2.5521
2/10/92,2.2545,2.5938
2/7/92,2.2857,2.6198
2/6/92,2.2902,2.6302
2/5/92,2.3616,2.651
2/4/92,2.3482,2.5938
2/3/92,2.3482,2.6042
1/31/92,2.3125,2.5
1/30/92,2.2768,2.5729
1/29/92,2.2589,2.5938
1/28/92,2.3304,2.5156
1/27/92,2.3036,2.513
1/24/92,2.308,2.5964
1/23/92,2.3036,2.6042
1/22/92,2.2679,2.6146
1/21/92,2.183,2.487
1/20/92,2.2857,2.5521
1/17/92,2.3125,2.6354
1/16/92,2.2411,2.6615
1/15/92,2.2679,2.7396
1/14/92,2.3036,2.6719
1/13/92,2.2143,2.6484
1/10/92,2.2232,2.6094
1/9/92,2.2232,2.651
1/8/92,2.1607,2.5885
1/7/92,2.1116,2.5
1/6/92,2.0714,2.4271
1/3/92,2.0982,2.3542
1/2/92,2.1161,2.375
12/31/91,2.0179,2.3177
12/30/91,2.0268,2.3073
12/27/91,1.9643,2.2995
12/26/91,1.9598,2.2474
12/24/91,1.8661,2.2135
12/23/91,1.8393,2.224
12/20/91,1.7946,2.151
12/19/91,1.8125,2.1406
12/18/91,1.8482,2.1432
12/17/91,1.8036,2.1224
12/16/91,1.8036,2.1276
12/13/91,1.7991,2.125
12/12/91,1.7634,2.125
12/11/91,1.75,2.099
12/10/91,1.7545,2.1198
12/9/91,1.7545,2.125
12/6/91,1.7411,2.1719
12/5/91,1.7857,2.1198
12/4/91,1.8036,2.125
12/3/91,1.8036,2.112
12/2/91,1.8482,2.1094
11/29/91,1.8125,2.026
11/27/91,1.8214,1.9844
11/26/91,1.8393,1.9688
11/25/91,1.8304,1.9922
11/22/91,1.8304,2
11/21/91,1.8214,2.026
11/20/91,1.8214,2.026
11/19/91,1.8304,2.0052
11/18/91,1.8616,2.026
11/15/91,1.7857,1.9792
11/14/91,1.9554,2.0677
11/13/91,1.9375,2.1016
11/12/91,1.9464,2.0807
11/11/91,1.9196,2.0417
11/8/91,1.9018,1.9844
11/7/91,1.7768,1.974
11/6/91,1.7143,1.9844
11/5/91,1.7411,1.9531
11/4/91,1.7768,1.8958
11/1/91,1.8214,1.9297
10/31/91,1.8393,1.9557
10/30/91,1.7768,1.9688
10/29/91,1.8482,1.8906
10/28/91,1.8393,1.8802
10/25/91,1.8304,1.8646
10/24/91,1.8616,1.8802
10/23/91,1.8973,1.8802
10/22/91,1.9464,1.9036
10/21/91,1.9554,1.8958
10/18/91,1.9643,1.875
10/17/91,1.8705,1.8594
10/16/91,1.9286,1.8906
10/15/91,1.875,1.9036
10/14/91,1.7813,1.9219
10/11/91,1.7321,1.8672
10/10/91,1.7054,1.8698
10/9/91,1.7143,1.8646
10/8/91,1.7232,1.8594
10/7/91,1.7188,1.8438
10/4/91,1.7232,1.8359
10/3/91,1.7054,1.8229
10/2/91,1.7768,1.8125
10/1/91,1.8125,1.8516
9/30/91,1.7679,1.8542
9/27/91,1.75,1.8385
9/26/91,1.7857,1.8594
9/25/91,1.8036,1.8281
9/24/91,1.7946,1.8333
9/23/91,1.7679,1.7682
9/20/91,1.808,1.8021
9/19/91,1.7768,1.7969
9/18/91,1.7902,1.7656
9/17/91,1.75,1.7604
9/16/91,1.6875,1.7292
9/13/91,1.7366,1.7292
9/12/91,1.808,1.7839
9/11/91,1.8036,1.7083
9/10/91,1.7902,1.6667
9/9/91,1.9018,1.6823
9/6/91,1.8393,1.6823
9/5/91,1.8214,1.6771
9/4/91,1.8393,1.7214
9/3/91,1.875,1.7318
8/30/91,1.8929,1.776
8/29/91,1.8929,1.7865
8/28/91,1.9018,1.7839
8/27/91,1.9286,1.7656
8/26/91,1.8929,1.776
8/23/91,1.8929,1.776
8/22/91,1.9375,1.75
8/21/91,1.9196,1.75
8/20/91,1.8214,1.6771
8/19/91,1.8036,1.6719
8/16/91,1.9018,1.7031
8/15/91,1.9018,1.6979
8/14/91,1.9598,1.7188
8/13/91,1.9107,1.7188
8/12/91,1.8482,1.7292
8/9/91,1.8125,1.6823
8/8/91,1.8036,1.6458
8/7/91,1.7991,1.5833
8/6/91,1.7679,1.5521
8/5/91,1.7321,1.5052
8/2/91,1.7857,1.526
8/1/91,1.7545,1.526
7/31/91,1.6518,1.5313
7/30/91,1.6607,1.5156
7/29/91,1.625,1.4635
7/26/91,1.6027,1.4792
7/25/91,1.6161,1.375
7/24/91,1.6071,1.3646
7/23/91,1.6071,1.3854
7/22/91,1.6429,1.4063
7/19/91,1.6429,1.4115
7/18/91,1.6027,1.4115
7/17/91,1.5179,1.4115
7/16/91,1.5625,1.4063
7/15/91,1.625,1.4557
7/12/91,1.6696,1.4167
7/11/91,1.6696,1.3802
7/10/91,1.6875,1.3594
7/9/91,1.6741,1.4141
7/8/91,1.6696,1.3958
7/5/91,1.6295,1.2865
7/3/91,1.5402,1.3333
7/2/91,1.5089,1.4193
7/1/91,1.5179,1.487
6/28/91,1.4821,1.4193
6/27/91,1.5179,1.4167
6/26/91,1.5357,1.3993
6/25/91,1.5134,1.3715
6/24/91,1.4911,1.3628
6/21/91,1.5,1.4201
6/20/91,1.5,1.3993
6/19/91,1.4911,1.4358
6/18/91,1.5045,1.5486
6/17/91,1.5,1.5764
6/14/91,1.4688,1.5764
6/13/91,1.5045,1.5417
6/12/91,1.5134,1.5434
6/11/91,1.5938,1.5365
6/10/91,1.6429,1.5347
6/7/91,1.6473,1.5313
6/6/91,1.6652,1.5434
6/5/91,1.7143,1.5556
6/4/91,1.7545,1.5694
6/3/91,1.7589,1.5556
5/31/91,1.6786,1.5243
5/30/91,1.7009,1.5313
5/29/91,1.6786,1.5313
5/28/91,1.6429,1.5382
5/24/91,1.6384,1.5278
5/23/91,1.6116,1.5208
5/22/91,1.6518,1.4826
5/21/91,1.6161,1.4167
5/20/91,1.5804,1.3767
5/17/91,1.6786,1.3785
5/16/91,1.75,1.3802
5/15/91,1.8036,1.3611
5/14/91,1.9107,1.4063
5/13/91,1.8839,1.4323
5/10/91,1.8304,1.4271
5/9/91,1.8125,1.4688
5/8/91,1.7768,1.4306
5/7/91,1.808,1.4063
5/6/91,1.7946,1.4271
5/3/91,1.75,1.4063
5/2/91,1.75,1.3958
5/1/91,1.6875,1.3993
4/30/91,1.9643,1.375
4/29/91,2.0804,1.3576
4/26/91,2.0938,1.3993
4/25/91,2.0893,1.3993
4/24/91,2.1696,1.4306
4/23/91,2.1964,1.4115
4/22/91,2.1964,1.4184
4/19/91,2.1295,1.4896
4/18/91,2.1786,1.5278
4/17/91,2.2589,1.5486
4/16/91,2.2946,1.559
4/15/91,2.2232,1.5799
4/12/91,2.5625,1.4896
4/11/91,2.5357,1.5417
4/10/91,2.3884,1.4931
4/9/91,2.4554,1.5313
4/8/91,2.5,1.5469
4/5/91,2.4777,1.5278
4/4/91,2.5536,1.5799
4/3/91,2.5,1.5799
4/2/91,2.5982,1.559
4/1/91,2.4464,1.4826
3/28/91,2.4286,1.474
3/27/91,2.4732,1.4965
3/26/91,2.5,1.4601
3/25/91,2.3036,1.3646
3/22/91,2.2589,1.3021
3/21/91,2.3125,1.316
3/20/91,2.4196,1.375
3/19/91,2.4821,1.375
3/18/91,2.4196,1.3785
3/15/91,2.3661,1.342
3/14/91,2.3304,1.3611
3/13/91,2.3661,1.3958
3/12/91,2.2455,1.3299
3/11/91,2.2679,1.3785
3/8/91,2.3214,1.4236
3/7/91,2.4018,1.4444
3/6/91,2.25,1.4896
3/5/91,2.2321,1.5486
3/4/91,2.0848,1.4861
3/1/91,2.0625,1.4688
2/28/91,2.0446,1.441
2/27/91,2.0804,1.4618
2/26/91,2.0804,1.4132
2/25/91,2.0714,1.4306
2/22/91,2.1339,1.4201
2/21/91,2.1071,1.3889
2/20/91,2.1786,1.4271
2/19/91,2.1429,1.4236
2/15/91,2.058,1.434
2/14/91,2.0402,1.3993
2/13/91,2.1429,1.4653
2/12/91,2.1429,1.434
2/11/91,2.192,1.4479
2/8/91,2.1429,1.4444
2/7/91,2.0625,1.4306
2/6/91,2.0313,1.4688
2/5/91,2.0625,1.4063
2/4/91,1.9732,1.3767
2/1/91,1.9911,1.3854
1/31/91,1.9821,1.3628
1/30/91,1.9821,1.3368
1/29/91,1.9196,1.2847
1/28/91,1.9464,1.2813
1/25/91,1.9107,1.2431
1/24/91,1.8616,1.2569
1/23/91,1.8482,1.2361
1/22/91,1.8304,1.2344
1/21/91,1.8125,1.2431
1/18/91,1.7946,1.184
1/17/91,1.8304,1.1667
1/16/91,1.7768,1.1424
1/15/91,1.6696,1.0885
1/14/91,1.6518,1.066
1/11/91,1.6786,1.0833
1/10/91,1.683,1.0868
1/9/91,1.6161,1.0278
1/8/91,1.5446,1.0208
1/7/91,1.5446,1.0399
1/4/91,1.5446,1.0538
1/3/91,1.5357,1.0451
1/2/91,1.5536,1.0382
12/31/90,1.5357,1.0451
12/28/90,1.5357,1.0417
12/27/90,1.5536,1.0382
12/26/90,1.5625,1.0417
12/24/90,1.5714,1.0451
12/21/90,1.6071,1.0521
12/20/90,1.5714,1.0486
12/19/90,1.4955,1.0399
12/18/90,1.5089,1.0451
12/17/90,1.433,1.0278
12/14/90,1.4241,1.0226
12/13/90,1.4554,1.0104
12/12/90,1.4152,1.0069
12/11/90,1.4286,1.0017
12/10/90,1.4911,1.0278
12/7/90,1.5179,1.0313
12/6/90,1.4732,1.0382
12/5/90,1.433,1.0451
12/4/90,1.375,1.0347
12/3/90,1.3616,1.026
11/30/90,1.3125,1.0035
11/29/90,1.3125,0.9896
11/28/90,1.3125,0.9774
11/27/90,1.3393,0.9983
11/26/90,1.3125,0.9757
11/23/90,1.2991,0.9549
11/21/90,1.2902,0.9549
11/20/90,1.2679,0.9479
11/19/90,1.2991,0.9653
11/16/90,1.2545,0.9444
11/15/90,1.2857,0.9427
11/14/90,1.3214,0.9653
11/13/90,1.2857,0.9531
11/12/90,1.2946,0.9566
11/9/90,1.2679,0.8993
11/8/90,1.2321,0.8819
11/7/90,1.1875,0.8854
11/6/90,1.1964,0.8924
11/5/90,1.1875,0.9115
11/2/90,1.1339,0.9028
11/1/90,1.0893,0.8819
10/31/90,1.0982,0.8854
10/30/90,1.0848,0.8872
10/29/90,1.067,0.8681
10/26/90,1.0714,0.8802
10/25/90,1.0714,0.8993
10/24/90,1.0893,0.908
10/23/90,1.1071,0.8924
10/22/90,1.1116,0.8889
10/19/90,1.1205,0.8611
10/18/90,1.0179,0.849
10/17/90,0.9464,0.7847
10/16/90,0.8929,0.7587
10/15/90,0.9911,0.7847
10/12/90,1.0089,0.7917
10/11/90,0.9911,0.8056
10/10/90,0.9464,0.8264
10/9/90,1,0.875
10/8/90,1.0402,0.9167
10/5/90,1,0.8993
10/4/90,1,0.8906
10/3/90,0.9643,0.9132
10/2/90,1.058,0.9149
10/1/90,1.0893,0.9323
9/28/90,1.0357,0.875
9/27/90,1.0089,0.8229
9/26/90,1.0625,0.8368
9/25/90,1.0714,0.8385
9/24/90,1.0804,0.8125
9/21/90,1.125,0.8403
9/20/90,1.1295,0.8299
9/19/90,1.1607,0.8611
9/18/90,1.192,0.8576
9/17/90,1.2054,0.8438
9/14/90,1.2143,0.8299
9/13/90,1.2054,0.7986
9/12/90,1.2143,0.7969
9/11/90,1.2143,0.7708
9/10/90,1.2768,0.7743
9/7/90,1.2991,0.8021
9/6/90,1.2768,0.7986
9/5/90,1.2857,0.8194
9/4/90,1.3214,0.8542
8/31/90,1.3214,0.8542
8/30/90,1.2946,0.8333
8/29/90,1.3304,0.8403
8/28/90,1.3616,0.8733
8/27/90,1.3482,0.8438
8/24/90,1.2768,0.7951
8/23/90,1.2321,0.7188
8/22/90,1.2545,0.7465
8/21/90,1.2946,0.7535
8/20/90,1.3125,0.7708
8/17/90,1.3036,0.8368
8/16/90,1.375,0.8576
8/15/90,1.4018,0.8924
8/14/90,1.4196,0.8924
8/13/90,1.4241,0.9028
8/10/90,1.3839,0.8958
8/9/90,1.4107,0.9045
8/8/90,1.433,0.8819
8/7/90,1.4107,0.8507
8/6/90,1.4107,0.8403
8/3/90,1.4732,0.8785
8/2/90,1.5536,0.9167
8/1/90,1.5134,0.9271
7/31/90,1.5,0.9236
7/30/90,1.5134,0.9444
7/27/90,1.4777,0.9583
7/26/90,1.4777,0.9549
7/25/90,1.5089,0.9931
7/24/90,1.5045,0.9653
7/23/90,1.4821,1
7/20/90,1.4643,1.0174
7/19/90,1.4911,1.066
7/18/90,1.5938,1.0556
7/17/90,1.5804,1.0799
7/16/90,1.6295,1.1007
7/13/90,1.6696,1.0885
7/12/90,1.692,1.0764
7/11/90,1.6786,1.0486
7/10/90,1.6786,1.0243
7/9/90,1.6652,1.0313
7/6/90,1.5982,1.0174
7/5/90,1.5536,1.0035
7/3/90,1.5714,1
7/2/90,1.5714,1.0243
6/29/90,1.5982,1.0556
6/28/90,1.5357,1.0625
6/27/90,1.4821,1.059
6/26/90,1.4509,1.0382
6/25/90,1.4732,1.0347
6/22/90,1.4821,1.0521
6/21/90,1.4955,1.0694
6/20/90,1.4286,1.0781
6/19/90,1.4152,1.0417
6/18/90,1.4018,1.0399
6/15/90,1.4107,1.0556
6/14/90,1.4196,1.0486
6/13/90,1.4196,1.0625
6/12/90,1.4464,1.0538
6/11/90,1.3929,1.0399
6/8/90,1.3661,1.0208
6/7/90,1.3929,1
6/6/90,1.4107,1.0139
6/5/90,1.4107,1.0191
6/4/90,1.4554,1.0694
6/1/90,1.4554,1.0434
5/31/90,1.4732,1.0139
5/30/90,1.4777,1.0486
5/29/90,1.4643,1.0451
5/25/90,1.4286,1.0313
5/24/90,1.5,1.0625
5/23/90,1.5,1.0538
5/22/90,1.4777,0.9931
5/21/90,1.4107,0.9757
5/18/90,1.4196,0.9479
5/17/90,1.4821,0.8993
5/16/90,1.4821,0.8993
5/15/90,1.4911,0.8993
5/14/90,1.4911,0.9132
5/11/90,1.5223,0.9097
5/10/90,1.4777,0.8958
5/9/90,1.4955,0.8715
5/8/90,1.4911,0.8715
5/7/90,1.4821,0.8889
5/4/90,1.4286,0.8576
5/3/90,1.4286,0.8194
5/2/90,1.4196,0.809
5/1/90,1.4152,0.7934
4/30/90,1.4063,0.8056
4/27/90,1.3973,0.7813
4/26/90,1.3884,0.7969
4/25/90,1.3839,0.8056
4/24/90,1.3839,0.8056
4/23/90,1.4196,0.8194
4/20/90,1.4375,0.8229
4/19/90,1.4375,0.8264
4/18/90,1.5446,0.842
4/17/90,1.5446,0.8611
4/16/90,1.5625,0.8438
4/12/90,1.5446,0.8385
4/11/90,1.5179,0.8403
4/10/90,1.4732,0.8194
4/9/90,1.4688,0.7951
4/6/90,1.4241,0.7934
4/5/90,1.4375,0.7951
4/4/90,1.4732,0.8125
4/3/90,1.4911,0.8056
4/2/90,1.4375,0.7743
3/30/90,1.4375,0.7691
3/29/90,1.4688,0.7674
3/28/90,1.4732,0.7708
3/27/90,1.5,0.7813
3/26/90,1.5089,0.7743
3/23/90,1.5089,0.7656
3/22/90,1.4554,0.7726
3/21/90,1.4866,0.7865
3/20/90,1.4777,0.7847
3/19/90,1.5134,0.809
3/16/90,1.4375,0.7917
3/15/90,1.3125,0.7708
3/14/90,1.3125,0.7448
3/13/90,1.317,0.7378
3/12/90,1.308,0.7517
3/9/90,1.317,0.7396
3/8/90,1.3125,0.7378
3/7/90,1.2634,0.7135
3/6/90,1.2589,0.7257
3/5/90,1.2321,0.7309
3/2/90,1.2054,0.7205
3/1/90,1.2232,0.6944
2/28/90,1.2143,0.6858
2/27/90,1.1964,0.6806
2/26/90,1.2143,0.6892
2/23/90,1.1875,0.6771
2/22/90,1.1786,0.6693
2/21/90,1.2143,0.6675
2/20/90,1.1964,0.6962
2/16/90,1.2054,0.6823
2/15/90,1.2232,0.6736
2/14/90,1.2232,0.6597
2/13/90,1.2321,0.658
2/12/90,1.2143,0.658
2/9/90,1.2232,0.6563
2/8/90,1.1786,0.6545
2/7/90,1.1875,0.6476
2/6/90,1.2411,0.6528
2/5/90,1.25,0.6545
2/2/90,1.2232,0.651
2/1/90,1.2009,0.651
1/31/90,1.2143,0.6424
1/30/90,1.2143,0.6337
1/29/90,1.1875,0.6354
1/26/90,1.1696,0.6302
1/25/90,1.2188,0.6302
1/24/90,1.2143,0.6302
1/23/90,1.2054,0.6233
1/22/90,1.1875,0.6302
1/19/90,1.2232,0.6536
1/18/90,1.1563,0.6597
1/17/90,1.1875,0.6076
1/16/90,1.2455,0.6163
1/15/90,1.2232,0.5981
1/12/90,1.2321,0.5981
1/11/90,1.2321,0.6007
1/10/90,1.2857,0.6128
1/9/90,1.3438,0.6302
1/8/90,1.3571,0.6319
1/5/90,1.3482,0.6224
1/4/90,1.3438,0.638
1/3/90,1.3393,0.6198
1/2/90,1.3304,0.6163
12/29/89,1.2589,0.6042
12/28/89,1.2366,0.592
12/27/89,1.2545,0.599
12/26/89,1.2679,0.5938
12/22/89,1.3036,0.5955
12/21/89,1.2946,0.5799
12/20/89,1.2768,0.5747
12/19/89,1.25,0.5582
12/18/89,1.2411,0.5434
12/15/89,1.2054,0.5347
12/14/89,1.2455,0.5417
12/13/89,1.2857,0.5556
12/12/89,1.2857,0.5729
12/11/89,1.4018,0.5764
12/8/89,1.4911,0.5885
12/7/89,1.5268,0.5938
12/6/89,1.5268,0.592
12/5/89,1.6071,0.6024
12/4/89,1.6161,0.599
12/1/89,1.5714,0.5903
11/30/89,1.5804,0.6042
11/29/89,1.5714,0.5938
11/28/89,1.5759,0.6042
11/27/89,1.5714,0.6024
11/24/89,1.5982,0.6085
11/22/89,1.5982,0.6128
11/21/89,1.6161,0.612
11/20/89,1.6161,0.6007
11/17/89,1.5982,0.6033
11/16/89,1.5982,0.6076
11/15/89,1.5804,0.6146
11/14/89,1.5982,0.6007
11/13/89,1.6607,0.612
11/10/89,1.6696,0.5868
11/9/89,1.6429,0.5816
11/8/89,1.6071,0.5781
11/7/89,1.5714,0.5625
11/6/89,1.5446,0.5365
11/3/89,1.5446,0.5434
11/2/89,1.5714,0.5295
11/1/89,1.6473,0.5703
10/31/89,1.6607,0.5677
10/30/89,1.6339,0.553
10/27/89,1.6161,0.5347
10/26/89,1.6161,0.5399
10/25/89,1.6607,0.5538
10/24/89,1.7009,0.5616
10/23/89,1.6696,0.5773
10/20/89,1.7143,0.592
10/19/89,1.7411,0.5851
10/18/89,1.7232,0.559
10/17/89,1.6875,0.546
10/16/89,1.6696,0.526
10/13/89,1.6339,0.5104
10/12/89,1.7411,0.5451
10/11/89,1.7455,0.5556
10/10/89,1.7679,0.5642
10/9/89,1.7679,0.5677
10/6/89,1.7188,0.5538
10/5/89,1.625,0.5503
10/4/89,1.5804,0.5243
10/3/89,1.558,0.4792
10/2/89,1.5848,0.4835
9/29/89,1.5893,0.4757
9/28/89,1.625,0.4722
9/27/89,1.5982,0.4618
9/26/89,1.6161,0.467
9/25/89,1.6161,0.4653
9/22/89,1.5982,0.4566
9/21/89,1.5982,0.4549
9/20/89,1.5893,0.4514
9/19/89,1.5536,0.434
9/18/89,1.5804,0.4375
9/15/89,1.6027,0.4358
9/14/89,1.5982,0.4427
9/13/89,1.6071,0.4323
9/12/89,1.6429,0.4201
9/11/89,1.625,0.4123
9/8/89,1.6071,0.4089
9/7/89,1.6116,0.4045
9/6/89,1.5982,0.4115
9/5/89,1.6071,0.4201
9/1/89,1.5804,0.4149
8/31/89,1.5893,0.4132
8/30/89,1.5982,0.4097
8/29/89,1.5804,0.4097
8/28/89,1.5982,0.4097
8/25/89,1.5893,0.4089
8/24/89,1.567,0.4149
8/23/89,1.558,0.4115
8/22/89,1.5268,0.4045
8/21/89,1.5268,0.3906
8/18/89,1.4911,0.3993
8/17/89,1.4643,0.3854
8/16/89,1.4375,0.3872
8/15/89,1.4777,0.3993
8/14/89,1.4509,0.3958
8/11/89,1.4955,0.408
8/10/89,1.5402,0.4063
8/9/89,1.6161,0.4115
8/8/89,1.5804,0.4106
8/7/89,1.5625,0.401
8/4/89,1.5268,0.3819
8/3/89,1.4643,0.3819
8/2/89,1.4375,0.3767
8/1/89,1.4286,0.3767
7/31/89,1.3973,0.375
7/28/89,1.4107,0.3785
7/27/89,1.3616,0.375
7/26/89,1.3661,0.3628
7/25/89,1.3839,0.3611
7/24/89,1.4018,0.3837
7/21/89,1.4196,0.3837
7/20/89,1.433,0.3715
7/19/89,1.4464,0.3767
7/18/89,1.3929,0.3715
7/17/89,1.4554,0.3707
7/14/89,1.4643,0.3663
7/13/89,1.4509,0.3689
7/12/89,1.4286,0.3689
7/11/89,1.4286,0.3698
7/10/89,1.4375,0.3802
7/7/89,1.4732,0.3715
7/6/89,1.4732,0.3646
7/5/89,1.4375,0.3837
7/3/89,1.4554,0.3767
6/30/89,1.4821,0.3698
6/29/89,1.4464,0.3628
6/28/89,1.4821,0.3681
6/27/89,1.5223,0.3741
6/26/89,1.5446,0.3802
6/23/89,1.567,0.3854
6/22/89,1.5446,0.3837
6/21/89,1.5089,0.3785
6/20/89,1.5446,0.3854
6/19/89,1.5714,0.3924
6/16/89,1.5938,0.3941
6/15/89,1.6964,0.3941
6/14/89,1.7768,0.401
6/13/89,1.7321,0.3993
6/12/89,1.683,0.4097
6/9/89,1.6696,0.4158
6/8/89,1.6964,0.4149
6/7/89,1.7232,0.4167
6/6/89,1.6696,0.4063
6/5/89,1.683,0.3941
6/2/89,1.7455,0.4097
6/1/89,1.7366,0.4184
5/31/89,1.6964,0.4201
5/30/89,1.7232,0.408
5/26/89,1.7321,0.4097
5/25/89,1.7232,0.3976
5/24/89,1.7054,0.3941
5/23/89,1.625,0.3932
5/22/89,1.6429,0.4045
5/19/89,1.6339,0.4063
5/18/89,1.5982,0.4045
5/17/89,1.625,0.3993
5/16/89,1.6071,0.3906
5/15/89,1.6429,0.3819
5/12/89,1.6027,0.375
5/11/89,1.5625,0.375
5/10/89,1.5446,0.3715
5/9/89,1.5179,0.3698
5/8/89,1.5,0.3594
5/5/89,1.4911,0.3681
5/4/89,1.4598,0.3663
5/3/89,1.442,0.375
5/2/89,1.4196,0.3767
5/1/89,1.3929,0.3793
4/28/89,1.3929,0.3889
4/27/89,1.4018,0.3802
4/26/89,1.4196,0.3741
4/25/89,1.433,0.3811
4/24/89,1.4241,0.3819
4/21/89,1.4375,0.3837
4/20/89,1.4464,0.3854
4/19/89,1.4643,0.3819
4/18/89,1.433,0.3681
4/17/89,1.3929,0.3576
4/14/89,1.3884,0.3472
4/13/89,1.3839,0.3385
4/12/89,1.3839,0.3333
4/11/89,1.3482,0.3542
4/10/89,1.317,0.3559
4/7/89,1.3304,0.3576
4/6/89,1.25,0.3542
4/5/89,1.2411,0.3498
4/4/89,1.2366,0.3472
4/3/89,1.25,0.3507
3/31/89,1.2723,0.3472
3/30/89,1.2411,0.3472
3/29/89,1.2188,0.3438
3/28/89,1.2143,0.3429
3/27/89,1.2143,0.3455
3/23/89,1.2321,0.349
3/22/89,1.2054,0.3385
3/21/89,1.25,0.3464
3/20/89,1.25,0.3212
3/17/89,1.2411,0.3212
3/16/89,1.2589,0.3559
3/15/89,1.2455,0.3507
3/14/89,1.2589,0.3663
3/13/89,1.25,0.3663
3/10/89,1.25,0.3594
3/9/89,1.2321,0.3594
3/8/89,1.2589,0.3646
3/7/89,1.2768,0.3715
3/6/89,1.2679,0.4306
3/3/89,1.2411,0.4288
3/2/89,1.25,0.4219
3/1/89,1.2857,0.4115
2/28/89,1.2946,0.4132
2/27/89,1.3036,0.4149
2/24/89,1.2857,0.408
2/23/89,1.3125,0.4193
2/22/89,1.3125,0.4167
2/21/89,1.3393,0.4288
2/17/89,1.3125,0.434
2/16/89,1.2991,0.4358
2/15/89,1.2946,0.4323
2/14/89,1.2768,0.4184
2/13/89,1.3214,0.4253
2/10/89,1.3304,0.4297
2/9/89,1.3661,0.4427
2/8/89,1.3661,0.434
2/7/89,1.3929,0.4314
2/6/89,1.375,0.4201
2/3/89,1.4018,0.4236
2/2/89,1.4196,0.4227
2/1/89,1.4018,0.4115
1/31/89,1.3482,0.4141
1/30/89,1.3348,0.4063
1/27/89,1.3438,0.3845
1/26/89,1.4911,0.3767
1/25/89,1.4821,0.3681
1/24/89,1.4866,0.3663
1/23/89,1.4643,0.3681
1/20/89,1.4554,0.3759
1/19/89,1.4464,0.3715
1/18/89,1.4196,0.3576
1/17/89,1.442,0.3576
1/16/89,1.5625,0.3689
1/13/89,1.5446,0.3681
1/12/89,1.5268,0.3646
1/11/89,1.5045,0.3646
1/10/89,1.5223,0.3611
1/9/89,1.5357,0.3646
1/6/89,1.5223,0.3681
1/5/89,1.5089,0.3707
1/4/89,1.5,0.3767
1/3/89,1.442,0.3724
12/30/88,1.4375,0.3698
12/29/88,1.4464,0.3698
12/28/88,1.4375,0.3628
12/27/88,1.4464,0.3594
12/23/88,1.4688,0.3611
12/22/88,1.4688,0.3611
12/21/88,1.4911,0.3628
12/20/88,1.4643,0.3559
12/19/88,1.4554,0.3524
12/16/88,1.433,0.3455
12/15/88,1.4107,0.3403
12/14/88,1.4196,0.3359
12/13/88,1.3839,0.3316
12/12/88,1.375,0.329
12/9/88,1.3973,0.3403
12/8/88,1.3973,0.3403
12/7/88,1.4063,0.342
12/6/88,1.4107,0.3455
12/5/88,1.4107,0.3438
12/2/88,1.4018,0.3455
12/1/88,1.3839,0.3403
11/30/88,1.3438,0.3281
11/29/88,1.3125,0.3299
11/28/88,1.3036,0.3264
11/25/88,1.3036,0.322
11/23/88,1.317,0.3255
11/22/88,1.2902,0.3194
11/21/88,1.308,0.3194
11/18/88,1.3571,0.3238
11/17/88,1.3661,0.3194
11/16/88,1.3571,0.3212
11/15/88,1.3929,0.3264
11/14/88,1.3884,0.3368
11/11/88,1.375,0.3307
11/10/88,1.4107,0.3403
11/9/88,1.4018,0.3455
11/8/88,1.375,0.3377
11/7/88,1.3393,0.3247
11/4/88,1.3393,0.3229
11/3/88,1.3259,0.3281
11/2/88,1.3304,0.3281
11/1/88,1.3571,0.3385
10/31/88,1.3795,0.3403
10/28/88,1.375,0.3438
10/27/88,1.3929,0.3438
10/26/88,1.4018,0.3455
10/25/88,1.4241,0.3507
10/24/88,1.4286,0.3611
10/21/88,1.4643,0.3681
10/20/88,1.4821,0.3715
10/19/88,1.4286,0.3698
10/18/88,1.4063,0.3646
10/17/88,1.375,0.3611
10/14/88,1.3839,0.3559
10/13/88,1.3929,0.3576
10/12/88,1.3839,0.3516
10/11/88,1.3929,0.3455
10/10/88,1.375,0.342
10/7/88,1.4196,0.3455
10/6/88,1.4196,0.3472
10/5/88,1.4598,0.349
10/4/88,1.4821,0.355
10/3/88,1.5179,0.3568
